transaction_id,customer_id,product_id,quantity,price_per_unit,transaction_date
6a46da95-c,43cd136b-5,bf4a34c7-2,5,136.31,2024-06-05
eb4cbd3a-d,45b170e2-a,79d91876-8,8,2176.82,2024-10-10
59c06df9-0,7a8fb7f4-d,e007ef0a-d,1,120.67,2024-09-27
217c2ede-1,fd09513c-b,f4a6d766-1,9,2602.24,2025-02-15
e839a975-1,5996af44-5,5584689a-1,10,2799.85,2025-01-19
0f261f5f-e,5996af44-5,5954c846-7,8,3168.84,2025-02-07
9006e7ed-a,7f18fc7a-2,e220a631-2,9,1421.78,2024-04-17
1e18fc86-e,67a4259f-9,71a24091-1,1,4909.66,2024-11-06
dfbc0167-8,cec12367-9,0df844f2-7,5,3307.5,2024-08-23
40071702-3,8068becf-8,ead9c331-f,4,3683.64,2024-08-24
7446d4dc-2,7da9dee4-8,f02313fa-f,2,292.37,2025-03-13
1fe836b3-9,eb691b3a-0,b77b8ce0-6,6,1352.36,2025-02-12
7a375fc2-a,014d57e2-0,d9db1a8a-5,7,2408.61,2024-06-08
78a8e4fd-f,34ee0978-c,fd8f58a9-2,1,460.65,2024-07-30
34b0bf98-b,d82c98cf-d,599e3faa-b,4,264.2,2025-01-16
13356d0f-b,9a1be0f7-b,234f5b68-4,3,418.46,2024-07-17
ca734a37-9,34ee0978-c,d66e55fb-2,4,3115.24,2024-08-08
6ecb0f2d-4,67a4259f-9,ea10df15-4,5,457.02,2024-09-17
b8870514-d,44e52996-0,9cdf7567-3,5,2508.73,2025-01-26
7e64b80d-2,fcf28121-9,1e3a2523-d,5,3890.66,2024-05-14
48f28cc5-b,4fa7661e-1,0df844f2-7,8,3307.5,2024-12-17
b743bbe0-8,624e8a2c-5,a60a5180-f,3,3599.18,2024-09-10
cce3cf44-f,9ca2863b-1,11128a0d-a,3,1226.09,2025-02-13
9a3a108e-a,a0d9f1a6-6,435ff49e-c,2,4617.43,2025-04-09
9f86f923-f,abade6d8-2,5979af8d-6,5,3963.27,2024-08-29
7d674ee9-3,54bb7408-c,a60a5180-f,8,3599.18,2025-01-30
44516528-b,af58b7cc-f,fd8f58a9-2,10,460.65,2024-12-21
807403da-1,763bb1f9-9,421f3be7-8,5,2240.08,2024-12-26
cda0de83-0,ec9218a1-b,435ff49e-c,4,4617.43,2024-12-15
ee68e396-4,5bba27e5-2,ee4d855e-3,8,3481.53,2024-12-22
ee17584a-6,0185a5f8-8,913bba35-4,3,3742.77,2024-06-03
5139f8e0-8,3156e80b-c,d6911d93-9,3,2299.63,2024-08-14
41ddf270-f,54bb7408-c,a6f73525-0,8,4314.21,2024-05-07
57c8cb28-0,6807c0a9-7,5979af8d-6,9,3963.27,2025-02-04
8bc17860-2,dd1faf9f-e,02ce108c-1,7,674.38,2024-07-22
64067a55-4,bea6b8d8-4,736c907d-a,8,4418.1,2024-09-07
e491ec04-9,015846ff-d,11128a0d-a,1,1226.09,2024-10-14
aec85fed-e,9fb83f9a-b,13decee3-9,4,2004.33,2024-05-05
f0790c9c-6,ed6ff3a8-8,f56d262d-4,6,2290.18,2025-02-13
79ded46a-7,a69c4568-4,c1a2aac3-7,10,3550.81,2024-08-27
340ee065-5,25c4e6ff-0,641791b7-5,5,32.59,2025-01-21
a86bd633-3,014d57e2-0,140750a0-1,2,341.15,2024-05-16
84c18528-9,3333eba8-1,e14d405a-f,6,1089.58,2024-12-27
487dd23c-2,fc1ece04-5,01ac773e-d,3,2919.64,2024-10-13
255b2a1b-3,8673273d-5,922021a1-f,8,3444.64,2024-10-28
340518d0-1,a96c6a1f-d,006416af-1,1,1593.79,2024-07-16
a7bfe50d-3,473afacf-0,71345a3d-5,6,2473.45,2024-06-15
5af26df5-c,ae038046-a,ba8354bb-e,4,2217.79,2024-12-10
0a07c25c-1,c31b49bf-c,5584689a-1,4,2799.85,2024-06-02
74461e18-1,09ec264a-2,e14d405a-f,5,1089.58,2025-01-12
3f93457a-3,3720e597-5,90fd8c51-a,9,533.47,2025-02-07
f2e1df32-f,e5510004-5,6d325bfc-d,7,4661.23,2024-09-13
84cb9f9a-f,39dab267-8,4ebb0710-a,10,3590.72,2025-01-21
a2ba43f1-a,24b761c0-1,ba48fcf6-f,3,3023.95,2024-05-21
0e318c76-6,43cd136b-5,ee4d855e-3,3,3481.53,2025-03-10
ba7a5002-6,d170c97a-e,71345a3d-5,5,2473.45,2024-07-10
02720a69-a,13a630b9-2,f7dbb174-d,2,3838.12,2024-11-24
2681845d-7,0ad32ead-4,9fd2907c-8,2,1624.03,2024-08-07
72709555-9,0bfde222-c,9d584171-9,1,3139.65,2025-01-25
0e7225f5-3,e669d8fc-e,b4b208a4-5,4,738.13,2024-08-16
c857e52a-b,e5510004-5,599e3faa-b,8,264.2,2024-08-13
31d3d153-b,62df8eca-c,f4a6d766-1,4,2602.24,2025-02-23
8ac7c530-6,cd5a64c0-e,c0fcbae5-c,7,2439.97,2024-04-17
97f34fad-b,24b761c0-1,11128a0d-a,7,1226.09,2024-08-18
2e4994e9-a,3156e80b-c,b4b208a4-5,3,738.13,2025-03-09
19e2e1ff-6,18aafa51-0,ba4d1663-c,4,3117.51,2024-10-28
eedffe2e-5,a2997fec-f,d951a12b-9,8,2637.01,2024-09-22
86fd98e5-f,3156e80b-c,d9db1a8a-5,6,2408.61,2025-03-19
7710fc97-b,014d57e2-0,8da59db6-3,7,4316.89,2024-12-25
c04d5cd2-7,4ad1833d-f,1206f00a-0,4,2708.65,2024-08-01
325ef9ab-5,a5deb2ba-2,599e3faa-b,8,264.2,2024-06-06
1c4691cc-f,9eec3fa3-4,01ac773e-d,10,2919.64,2024-10-31
fe84262e-f,212d51a4-5,e14d405a-f,3,1089.58,2024-04-22
4bccb951-1,fc1ece04-5,23282239-d,4,207.21,2025-03-21
b0789d5b-f,f020709b-b,d7df447c-7,3,2656.62,2024-08-05
184eb662-d,2c808b01-e,435ff49e-c,1,4617.43,2025-02-17
25af89f7-5,44e52996-0,52c0f6c5-7,10,1139.6,2025-02-09
a6998233-1,b7718ae6-2,f2fa5e21-e,1,2959.85,2024-11-12
215fb1c5-8,43cd136b-5,7324c1df-d,7,1670.5,2024-11-25
1427aa65-8,c5672579-8,3cf6925e-2,7,4132.61,2024-12-10
b9fe0c6e-d,7bfe8e2e-b,a73321a5-a,2,3636.94,2024-11-01
55a22045-1,4bb2d9ae-9,f7dbb174-d,9,3838.12,2024-11-23
7e9e8a2d-8,6807c0a9-7,95699b19-d,9,4027.48,2025-03-09
ea06d225-b,c0fab787-8,fefeb896-0,10,1418.57,2024-07-09
00627f24-c,f0eb2398-2,d3952d35-0,9,2455.13,2025-04-09
bcd5f2c5-3,9a1be0f7-b,8da59db6-3,2,4316.89,2024-12-24
e51df6e3-a,69a118b7-9,b37952d2-e,7,1500.08,2024-05-24
c41f463c-6,1f36b356-4,ac1cf6ac-d,2,1441.54,2024-11-18
201035ae-d,c5672579-8,e1728492-a,3,2075.03,2024-07-17
88919b4a-7,fd3cdd83-c,d9db1a8a-5,3,2408.61,2025-02-07
47a36267-f,cf60f574-c,b37952d2-e,5,1500.08,2024-06-10
d6b0fbd3-7,df6edac5-f,902cab04-0,8,1778.72,2025-04-05
4fb3a44e-8,51b63b79-d,ea10df15-4,3,457.02,2024-06-16
df473d41-1,39cb62ee-f,d4192e6c-e,2,1548.62,2024-08-26
f9ac911c-c,4fa7661e-1,bb906874-9,3,3809.64,2025-01-03
b0c8bfb5-e,210a6885-2,902cab04-0,4,1778.72,2024-08-02
3af4f0ac-7,7da9dee4-8,79d91876-8,1,2176.82,2024-09-26
dfc3ab13-7,e158ce5a-0,9b132f50-5,10,95.36,2024-07-08
ab48259c-5,fc44a907-4,cd2c37b1-0,4,4663.18,2024-05-04
037ac887-a,54e70394-3,fe65cda6-e,2,2522.03,2024-12-19
e8e4a1de-0,4ad1833d-f,ba8354bb-e,6,2217.79,2025-03-13
b3781b48-8,029bfb78-2,7324c1df-d,8,1670.5,2024-10-17
55f61b13-e,dd1faf9f-e,c28dcd83-7,6,2648.73,2024-10-04
19fe4377-8,5a9569dd-5,13decee3-9,1,2004.33,2024-08-06
ee5f78cf-0,253b125f-a,5b1dd758-9,7,4036.0,2025-04-04
12d4fd46-7,4b4ba3e6-c,4ebb0710-a,6,3590.72,2024-12-03
860a4448-d,f0eb2398-2,90fd8c51-a,4,533.47,2025-02-14
17a67c21-1,fc44a907-4,90fd8c51-a,7,533.47,2024-07-18
d003bb23-1,336f1a49-6,9414c353-1,7,3740.27,2024-11-26
b68474e7-f,24b761c0-1,ba4d1663-c,10,3117.51,2024-09-18
79dfefd7-5,0f266190-b,a6f73525-0,8,4314.21,2024-07-03
13625044-e,4f6c31fb-0,b37952d2-e,3,1500.08,2024-08-15
099ebcc9-a,2e29dc2a-d,641791b7-5,7,32.59,2025-03-27
15b0eaab-c,6d7a979a-7,5584689a-1,9,2799.85,2025-04-16
44b93853-f,45b170e2-a,90fd8c51-a,9,533.47,2024-12-29
e09a84b9-b,559ad0e4-2,2c8c1677-e,2,2961.58,2024-08-04
4f562f2d-7,5bba27e5-2,3d6b6b79-4,10,2100.43,2024-09-15
670da733-c,4b4ba3e6-c,1137bfe2-4,2,4692.25,2025-02-22
95f63483-7,39dab267-8,d66e55fb-2,6,3115.24,2024-05-24
8cfc0b0b-4,69a118b7-9,6d2adae0-3,10,3778.49,2025-03-22
d90916ec-7,4bb2d9ae-9,befadc51-9,4,4609.92,2024-12-14
88669137-5,fe0f5052-9,902cab04-0,8,1778.72,2024-10-08
358ef45e-3,e641c273-b,e2f3db18-8,3,4823.32,2025-03-09
46e71d2e-9,e158ce5a-0,81d6bcba-c,7,1733.76,2024-06-01
d212e503-e,2f0ba155-7,d4192e6c-e,9,1548.62,2024-09-05
6292306d-e,42d2c687-3,25e9df53-a,9,1281.66,2024-08-22
d1690ed5-8,25c4e6ff-0,a73321a5-a,9,3636.94,2024-10-22
f142ad0d-2,0ad32ead-4,11128a0d-a,8,1226.09,2024-10-19
5b92812b-0,2f0ba155-7,bf4a34c7-2,4,136.31,2024-05-01
6d2ca4a2-4,67f7fa62-5,7ebb193c-6,7,3169.24,2025-02-13
9219d854-c,9b38eb26-5,f2fa5e21-e,5,2959.85,2024-10-27
e6d83612-7,94a5d3ca-1,ff8accd7-f,2,1503.25,2024-06-06
0bf56939-b,ec9218a1-b,1ce6d8dd-e,10,4957.89,2024-08-19
69bbc1d2-b,a10efcb2-e,c32014b7-4,3,333.57,2025-04-07
3f8d5926-5,559ad0e4-2,e14d405a-f,7,1089.58,2024-06-03
c29a6a65-d,39dab267-8,d7df447c-7,7,2656.62,2024-07-03
8e56394c-7,e06e94ed-e,bb906874-9,10,3809.64,2024-09-13
7c61a92d-b,63a8e7be-5,ac1cf6ac-d,8,1441.54,2025-03-09
f6ffaf9a-9,1e3c660c-c,b4dda7a4-2,6,2948.56,2025-03-25
bed23b50-d,3720e597-5,ec475451-4,5,3902.11,2024-07-16
2ca49fb9-8,5996af44-5,fca61d10-e,6,421.86,2025-02-02
465c05eb-6,9ca2863b-1,f78352eb-c,10,2597.21,2025-04-04
e9148a2e-e,e5510004-5,e1728492-a,2,2075.03,2024-05-05
33b196f3-2,fe0f5052-9,693dfe53-5,5,3455.41,2024-09-14
ddd60760-e,e641c273-b,035005bc-9,3,2127.51,2025-03-20
add45639-9,be7f55db-a,24192e2a-d,10,1470.01,2025-01-05
4e631d20-e,c9634132-a,d661cb19-b,7,196.8,2024-11-01
75e88806-2,62df8eca-c,6d325bfc-d,5,4661.23,2024-11-29
349b4361-0,2538d4a0-0,46298e98-a,10,3775.62,2024-11-22
45dedfb4-e,8068becf-8,4ebb0710-a,6,3590.72,2024-12-12
4d9e582b-c,75e7daca-5,c48cce92-c,1,2903.27,2024-09-29
85cc3666-2,4fa7661e-1,71345a3d-5,3,2473.45,2025-03-28
9f5b9700-5,edd4c88d-9,e1728492-a,7,2075.03,2024-06-13
664746b7-1,411f4ee3-a,9b132f50-5,2,95.36,2024-11-08
ca295f7f-4,33ab4a14-6,ee4d855e-3,1,3481.53,2024-12-13
d3bac4cc-1,0f266190-b,199b2e95-b,10,3993.93,2025-01-14
9edb6549-d,fe0f5052-9,6f19f08c-e,2,4681.52,2024-06-26
6b3b0585-c,014d57e2-0,13decee3-9,1,2004.33,2025-02-12
b610be0a-d,05677a8f-d,ea696e14-f,2,3231.34,2025-02-25
5e3a4ba6-7,f8536218-9,8f864566-a,6,4025.6,2024-07-09
21e10ef6-0,0f55dcde-c,693dfe53-5,5,3455.41,2024-09-10
94975d63-6,874a2adc-6,779a8fbe-d,8,4311.49,2024-04-28
ef0374b7-0,95eb8172-e,2c8c1677-e,4,2961.58,2024-07-25
e08aae50-2,be7f55db-a,e1728492-a,6,2075.03,2024-09-27
7ffb88c2-b,fd3cdd83-c,d9db1a8a-5,3,2408.61,2024-12-15
41b5dc3c-8,45b170e2-a,25c495fa-9,7,3105.51,2024-05-23
199045ff-1,e641c273-b,ec2f8b4b-8,8,2096.21,2024-08-05
0611e9c6-d,bea6b8d8-4,435ff49e-c,9,4617.43,2024-07-22
b0d1dfd1-d,a7ee5dc3-3,3cf6925e-2,2,4132.61,2025-04-12
83834340-d,fc44a907-4,3cf6925e-2,7,4132.61,2025-03-24
c4e5957b-c,cba6dd91-7,234f5b68-4,9,418.46,2025-03-29
fc01c001-9,df268112-f,140750a0-1,9,341.15,2024-06-10
30c95122-5,94a5d3ca-1,6f01f108-6,10,2249.53,2025-02-21
97d4cd0d-6,760ef775-4,3d6b6b79-4,3,2100.43,2024-06-04
64d882d4-7,7a85b662-f,5b1dd758-9,8,4036.0,2025-04-01
4a076ac7-e,1e3c660c-c,6583fdff-9,3,2890.11,2024-04-19
b9c0575e-6,e7a80824-8,befadc51-9,5,4609.92,2025-02-27
60138eb1-b,473afacf-0,779a8fbe-d,10,4311.49,2025-01-06
103f0c65-4,e669d8fc-e,f02313fa-f,7,292.37,2024-10-20
41238639-b,336f1a49-6,71a24091-1,9,4909.66,2024-05-17
5d9bc7b7-f,39af2d84-1,f78352eb-c,7,2597.21,2024-05-25
eede370b-7,9ca2863b-1,4ebb0710-a,3,3590.72,2024-12-21
0b080c5e-5,759f419c-9,b37952d2-e,4,1500.08,2025-04-15
2b81e334-7,44e52996-0,902cab04-0,5,1778.72,2024-09-07
607cf6ee-2,2d765d9b-f,435ff49e-c,8,4617.43,2024-11-24
35955292-0,f9cacf3e-a,c1a2aac3-7,4,3550.81,2024-09-22
05a0194d-2,9406ded5-7,b6544eb8-7,8,373.63,2024-09-09
e7309527-2,a10efcb2-e,8da59db6-3,4,4316.89,2024-05-26
f1fec962-a,765a5cb7-8,fd8f58a9-2,7,460.65,2024-08-20
d4fbc04b-f,54e70394-3,a73321a5-a,6,3636.94,2024-06-02
b4be7152-a,7a85b662-f,d9bd8870-2,7,2962.55,2024-05-17
bad05469-2,1174ae96-2,3471897c-2,10,2078.65,2025-04-08
b9cea96a-3,763bb1f9-9,02ce108c-1,10,674.38,2024-10-03
79361b35-e,edd4c88d-9,f4a6d766-1,10,2602.24,2024-06-05
c07cda36-c,d170c97a-e,5954c846-7,5,3168.84,2025-03-03
28f54d64-0,d64b565d-a,bb906874-9,8,3809.64,2024-09-14
49a201d7-8,212d51a4-5,035005bc-9,7,2127.51,2024-11-06
bd53ce51-a,62df8eca-c,b4dda7a4-2,3,2948.56,2025-01-18
8cbf1827-d,8a20bbe3-9,02ce108c-1,4,674.38,2024-04-17
af01ae2f-6,5a9569dd-5,b2533ac9-f,8,3293.11,2024-10-02
fffc4ee1-6,2d765d9b-f,52c0f6c5-7,5,1139.6,2024-11-03
07ed2c5a-9,6137b5ae-8,71a24091-1,4,4909.66,2024-12-29
1fb94fd4-f,eea85b65-f,f02313fa-f,7,292.37,2024-05-15
ab082d91-6,c71e3ccc-7,24192e2a-d,7,1470.01,2024-08-30
e232f13a-c,b0fbcbd4-e,cd2c37b1-0,2,4663.18,2024-11-07
30dcb0cd-3,62df8eca-c,902cab04-0,3,1778.72,2025-03-01
04aec66c-1,39af2d84-1,234f5b68-4,7,418.46,2024-08-06
8da35b2e-b,ec9218a1-b,d9db1a8a-5,7,2408.61,2024-10-24
edc4124c-c,473afacf-0,e2f3db18-8,9,4823.32,2024-12-31
b5490906-e,51b63b79-d,02ce108c-1,3,674.38,2024-11-04
71ac0669-d,cb22b537-8,f924fbc8-5,5,4341.19,2024-06-16
fbbeb3ae-b,42d2c687-3,23282239-d,7,207.21,2024-12-06
1a328488-3,0ad32ead-4,c44607a1-6,5,3144.03,2024-07-02
b46a1aa0-c,18aafa51-0,ff8accd7-f,6,1503.25,2024-09-23
9578c1ae-1,6807c0a9-7,c44607a1-6,3,3144.03,2024-07-10
51ab4fe6-7,9fb83f9a-b,199b2e95-b,4,3993.93,2025-01-02
d997af7c-1,4ad1833d-f,902cab04-0,3,1778.72,2024-10-07
e34b11c3-0,fe0f5052-9,b2533ac9-f,2,3293.11,2024-12-28
c975f0de-7,411f4ee3-a,0e904bf1-5,8,1193.04,2024-08-29
626a5e32-a,029bfb78-2,0df844f2-7,2,3307.5,2024-05-23
e1c4ce36-1,21b3bc6a-b,81d6bcba-c,6,1733.76,2024-06-27
5be3b967-4,676c5cb8-6,c44607a1-6,4,3144.03,2024-05-05
cff4f36f-8,795b179f-a,0cfb4abf-6,3,2152.06,2024-09-19
a3bba5a1-f,3f39ab5f-9,d951a12b-9,6,2637.01,2025-04-09
9912a406-4,2e816840-a,6f19f08c-e,9,4681.52,2025-02-14
aa52840e-5,cba6dd91-7,d951a12b-9,8,2637.01,2024-10-14
5be604f2-3,b248cdc0-d,560ab495-1,4,2722.52,2024-11-30
9ff89eaf-f,92c445d5-5,9414c353-1,8,3740.27,2024-05-28
5ca85ac9-9,624e8a2c-5,f7dbb174-d,5,3838.12,2024-11-05
69742566-3,fd09513c-b,e1728492-a,2,2075.03,2024-08-01
36f35c1c-6,f21621b9-d,81d6bcba-c,4,1733.76,2024-08-13
77a9acb1-a,fe0f5052-9,0cfb4abf-6,6,2152.06,2024-09-08
55f13e6c-4,67f7fa62-5,90fd8c51-a,10,533.47,2024-08-18
8c822588-3,af58b7cc-f,79d91876-8,8,2176.82,2024-12-04
d9381835-c,25c4e6ff-0,5584689a-1,3,2799.85,2024-05-29
a1fe5e51-c,39dab267-8,fefeb896-0,5,1418.57,2025-04-13
65cc1579-9,74a3ff22-0,199b2e95-b,1,3993.93,2024-12-06
68d26e47-5,09ec264a-2,3cf6925e-2,1,4132.61,2024-11-08
bd75c3db-4,814a979d-8,035005bc-9,6,2127.51,2024-09-22
906140f7-9,e669d8fc-e,d661cb19-b,10,196.8,2024-08-23
7677adf1-6,ba3cfc5a-0,a8afd609-0,8,3933.14,2024-07-29
6e3aeb49-e,21b3bc6a-b,ec475451-4,9,3902.11,2024-08-15
995db22d-0,af58b7cc-f,ff0ee827-a,8,4043.67,2025-04-17
8921af10-5,4bb2d9ae-9,01ac773e-d,5,2919.64,2024-10-17
2337a5ba-e,a0d9f1a6-6,97c0d8d4-e,9,598.11,2025-03-26
930cea3b-3,ed6ff3a8-8,8f864566-a,6,4025.6,2024-09-01
15092743-2,4fa7661e-1,e1728492-a,1,2075.03,2024-11-26
db4e905f-3,39cb62ee-f,bdeb04c6-6,5,2791.35,2024-07-03
bf40b0a8-e,814a979d-8,a73321a5-a,10,3636.94,2024-08-25
e8fc1a63-5,fd09513c-b,140750a0-1,9,341.15,2024-06-19
d3c0f776-9,6807c0a9-7,a73321a5-a,9,3636.94,2025-01-07
5aee5e34-5,1e3c660c-c,902cab04-0,10,1778.72,2024-12-27
21172f62-a,24b761c0-1,913bba35-4,7,3742.77,2024-04-29
b4d9f112-b,ba3cfc5a-0,b37952d2-e,7,1500.08,2024-04-27
7102e375-e,7f18fc7a-2,435ff49e-c,9,4617.43,2024-12-17
c29ea4aa-f,144bde27-6,24192e2a-d,2,1470.01,2024-11-24
5f30828f-7,df6edac5-f,ea10df15-4,9,457.02,2025-04-01
e9c89544-2,cb22b537-8,d9db1a8a-5,2,2408.61,2024-08-03
909b2afb-1,624e8a2c-5,3cf6925e-2,4,4132.61,2024-09-23
7e66fa62-c,4c7561b9-3,0e904bf1-5,9,1193.04,2025-02-12
4a308e8f-4,9b38eb26-5,5a005b7b-4,4,4949.37,2025-02-14
517240ee-7,fcf28121-9,736c907d-a,10,4418.1,2024-10-09
687744fb-3,cd5a64c0-e,37f2f540-d,5,113.86,2024-06-08
156dc539-5,8d967be4-c,d75d0c61-c,3,4703.43,2024-06-20
66929d4e-7,a9253dc4-6,6d325bfc-d,5,4661.23,2024-09-30
b5882efd-4,1174ae96-2,9b132f50-5,4,95.36,2025-02-26
f63bbc2b-1,603d48f1-a,2314cbf9-1,2,655.15,2024-07-21
6f752d7a-d,74a3ff22-0,37f2f540-d,9,113.86,2024-06-13
5234300b-0,af58b7cc-f,8ae05935-2,6,2711.15,2025-04-07
